DATE,consumer_confidence_index,consumer_price_index,emratio,GDP,house_start,income,median_sales_price,mortgage_rate,population,target,unemployed_rate
2017-12-01,95.9,247.805,60.1,0.0,2354.0,17058.2,337900.0,3.95,327848.0,197.164,4.1
2017-12-31,0.0,0.0,0.0,20037.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,95.7,248.859,60.1,0.0,2598.0,17141.7,331800.0,4.0325,327969.0,198.301,4.0
2018-01-31,0.0,0.0,0.0,20328.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,99.7,249.529,60.4,0.0,2554.0,17204.1,331800.0,4.33,328085.0,199.228,4.1
2018-02-28,0.0,0.0,0.0,20328.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,101.4,249.577,60.4,0.0,2636.0,17268.2,331800.0,4.444,328219.0,199.967,4.0
2018-03-31,0.0,0.0,0.0,20328.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,98.8,250.227,60.4,0.0,2552.0,17328.7,315600.0,4.4675,328364.0,200.662,4.0
2018-04-30,0.0,0.0,0.0,20580.912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,98.0,250.792,60.5,0.0,2714.0,17404.4,315600.0,4.586,328521.0,201.427,3.8
2018-05-31,0.0,0.0,0.0,20580.912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,98.2,251.018,60.5,0.0,2384.0,17488.4,315600.0,4.57,328692.0,202.241,4.0
2018-06-30,0.0,0.0,0.0,20580.912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,97.9,251.214,60.6,0.0,2416.0,17587.6,330900.0,4.5275,328863.0,202.912,3.8
2018-07-31,0.0,0.0,0.0,20798.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,96.2,251.663,60.3,0.0,2576.0,17664.0,330900.0,4.55,329040.0,203.661,3.8
2018-08-31,0.0,0.0,0.0,20798.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,100.1,252.182,60.4,0.0,2500.0,17693.5,330900.0,4.6275,329216.0,204.322,3.7
2018-09-30,0.0,0.0,0.0,20798.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,98.6,252.772,60.5,0.0,2442.0,17749.8,322800.0,4.83,329379.0,205.089,3.8
2018-10-31,0.0,0.0,0.0,20917.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,97.5,252.594,60.6,0.0,2362.0,17795.7,322800.0,4.866,329527.0,205.661,3.8
2018-11-30,0.0,0.0,0.0,20917.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,98.3,252.767,60.6,0.0,2190.0,18012.4,322800.0,4.6375,329659.0,206.148,3.9
2018-12-31,0.0,0.0,0.0,20917.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,91.2,252.561,60.6,0.0,2452.0,18053.9,313000.0,4.464,329766.0,206.539,4.0
2019-01-31,0.0,0.0,0.0,21104.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,93.8,253.319,60.7,0.0,2242.0,18151.4,313000.0,4.37,329862.0,206.864,3.8
2019-02-28,0.0,0.0,0.0,21104.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,98.4,254.277,60.6,0.0,2382.0,18229.5,313000.0,4.265,329977.0,207.086,3.8
2019-03-31,0.0,0.0,0.0,21104.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,97.2,255.233,60.5,0.0,2544.0,18262.1,322500.0,4.1425,330103.0,207.537,3.7
2019-04-30,0.0,0.0,0.0,21384.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,100.0,255.296,60.6,0.0,2586.0,18277.0,322500.0,4.072,330240.0,208.151,3.6
2019-05-31,0.0,0.0,0.0,21384.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,98.2,255.213,60.7,0.0,2486.0,18310.5,322500.0,3.8025,330393.0,208.643,3.6
2019-06-30,0.0,0.0,0.0,21384.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,98.4,255.802,60.8,0.0,2480.0,18328.6,318400.0,3.765,330553.0,209.249,3.7
2019-07-31,0.0,0.0,0.0,21694.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,89.8,256.036,60.8,0.0,2750.0,18423.6,318400.0,3.616,330729.0,210.029,3.6
2019-08-31,0.0,0.0,0.0,21694.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,93.2,256.43,61.0,0.0,2622.0,18474.4,318400.0,3.605,330904.0,210.85,3.5
2019-09-30,0.0,0.0,0.0,21694.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,95.5,257.155,61.0,0.0,2650.0,18549.5,327100.0,3.688,331066.0,211.751,3.6
2019-10-31,0.0,0.0,0.0,21902.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,96.8,257.879,61.0,0.0,2706.0,18630.7,327100.0,3.695,331213.0,212.788,3.6
2019-11-30,0.0,0.0,0.0,21902.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,99.3,258.63,61.1,0.0,3096.0,18583.8,327100.0,3.72,331345.0,213.944,3.6
2019-12-31,0.0,0.0,0.0,21902.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,99.8,258.906,61.1,0.0,3156.0,18821.5,329000.0,3.624,331443.0,215.029,3.6
2020-01-31,0.0,0.0,0.0,21706.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,101.0,259.246,61.1,0.0,3074.0,18925.6,329000.0,3.465,331525.0,215.893,3.5
2020-02-29,0.0,0.0,0.0,21706.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,89.1,258.15,59.8,0.0,2504.0,18577.4,329000.0,3.45,331642.0,216.455,4.4
2020-03-31,0.0,0.0,0.0,21706.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,71.8,256.126,51.2,0.0,1862.0,20750.9,317100.0,3.306,331699.0,216.856,12.5
2020-04-30,0.0,0.0,0.0,19913.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,72.3,255.848,52.7,0.0,2106.0,19877.2,317100.0,3.2325,331701.0,216.999,12.5
2020-05-31,0.0,0.0,0.0,19913.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,78.1,257.004,54.7,0.0,2508.0,19920.9,317100.0,3.1625,331744.0,217.57,11.0
2020-06-30,0.0,0.0,0.0,19913.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,72.5,258.408,55.2,0.0,3046.0,20191.5,327900.0,3.016,331811.0,219.28,10.2
2020-07-31,0.0,0.0,0.0,21647.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01,74.1,259.366,56.5,0.0,2802.0,19594.2,327900.0,2.935,331885.0,222.265,8.4
2020-08-31,0.0,0.0,0.0,21647.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,80.4,259.951,56.6,0.0,2926.0,19744.9,327900.0,2.89,331966.0,225.742,7.8
2020-09-30,0.0,0.0,0.0,21647.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,81.8,260.249,57.5,0.0,3086.0,19758.5,338600.0,2.834,332041.0,229.685,6.8
2020-10-31,0.0,0.0,0.0,22024.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,76.9,260.895,57.4,0.0,3106.0,19610.4,338600.0,2.765,332079.0,233.248,6.7
2020-11-30,0.0,0.0,0.0,22024.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,80.7,262.005,57.4,0.0,3270.0,19775.2,338600.0,2.684,332062.0,236.555,6.7
2020-12-31,0.0,0.0,0.0,22024.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,79.0,262.518,57.4,0.0,3278.0,21760.9,355000.0,2.735,332007.0,239.68,6.4
2021-01-31,0.0,0.0,0.0,22600.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,76.8,263.583,57.5,0.0,2814.0,20254.0,355000.0,2.81,331983.0,242.419,6.2
2021-02-28,0.0,0.0,0.0,22600.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,84.9,264.91,57.7,0.0,3336.0,24471.8,355000.0,3.0825,332023.0,245.545,6.1
2021-03-31,0.0,0.0,0.0,22600.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,88.3,266.752,57.9,0.0,2984.0,21304.2,367800.0,3.06,332089.0,249.123,6.1
2021-04-30,0.0,0.0,0.0,23292.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,82.9,268.452,58.0,0.0,3214.0,20899.7,367800.0,2.9625,332161.0,253.413,5.8
2021-05-31,0.0,0.0,0.0,23292.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,85.5,270.664,58.1,0.0,3276.0,20934.3,367800.0,2.975,332249.0,258.23,5.9
2021-06-30,0.0,0.0,0.0,23292.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,81.2,271.994,58.4,0.0,3200.0,21156.5,395200.0,2.868,332375.0,262.603,5.4
2021-07-31,0.0,0.0,0.0,23828.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,70.3,272.789,58.6,0.0,3190.0,21207.3,395200.0,2.8425,332506.0,266.593,5.1
2021-08-31,0.0,0.0,0.0,23828.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,72.8,273.887,58.8,0.0,3126.0,21051.2,395200.0,2.9,332610.0,270.197,4.7
2021-09-30,0.0,0.0,0.0,23828.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,71.7,276.434,59.0,0.0,3174.0,21201.4,414000.0,3.0675,332708.0,273.603,4.5
2021-10-31,0.0,0.0,0.0,24654.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,67.4,278.799,59.3,0.0,3408.0,21297.7,414000.0,3.0675,332806.0,277.309,4.1
2021-11-30,0.0,0.0,0.0,24654.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,70.6,280.808,59.6,0.0,3514.0,21352.9,414000.0,3.098,332891.0,281.506,3.9
2021-12-31,0.0,0.0,0.0,24654.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,67.2,282.39,59.7,0.0,3424.0,21294.8,413500.0,3.445,332933.0,286.173,4.0
2022-01-31,0.0,0.0,0.0,25029.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,62.8,284.535,59.8,0.0,3484.0,21426.2,413500.0,3.7625,332972.0,291.223,3.8
2022-02-28,0.0,0.0,0.0,25029.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,59.4,287.553,60.1,0.0,3356.0,21510.5,413500.0,4.172,333067.0,296.523,3.6
2022-03-31,0.0,0.0,0.0,25029.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,65.2,288.764,59.9,0.0,3656.0,21581.3,437700.0,4.9825,333191.0,300.595,3.7
2022-04-30,0.0,0.0,0.0,25544.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,58.4,291.359,60.0,0.0,3080.0,21657.1,437700.0,5.23,333317.0,303.702,3.6
2022-05-31,0.0,0.0,0.0,25544.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,50.0,294.996,59.9,0.0,3084.0,21740.7,437700.0,5.522,333451.0,304.456,3.6
2022-06-30,0.0,0.0,0.0,25544.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,51.5,294.977,60.0,0.0,2784.0,21910.5,438000.0,5.4125,333599.0,303.504,3.5
2022-07-31,0.0,0.0,0.0,25994.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,58.2,295.209,60.1,0.0,3040.0,22024.3,438000.0,5.2225,333762.0,301.066,3.6
2022-08-31,0.0,0.0,0.0,25994.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,58.6,296.341,60.1,0.0,2940.0,22121.5,438000.0,6.112,333925.0,299.069,3.5
2022-09-30,0.0,0.0,0.0,25994.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,59.9,297.863,60.0,0.0,2880.0,22242.2,442600.0,6.9,334071.0,298.699,3.6
2022-10-31,0.0,0.0,0.0,26408.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,56.7,298.648,59.9,0.0,2840.0,22267.7,442600.0,6.805,334206.0,298.402,3.6
2022-11-30,0.0,0.0,0.0,26408.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,59.8,298.812,60.1,0.0,2680.0,22312.3,442600.0,6.364,334326.0,297.658,3.5
2022-12-31,0.0,0.0,0.0,26408.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,64.9,300.356,60.2,0.0,2722.0,22525.3,429000.0,6.2725,334433.0,297.432,3.4
2023-01-31,0.0,0.0,0.0,26813.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,66.9,301.509,60.2,0.0,2808.0,22648.4,429000.0,6.2575,334544.0,297.7,3.6
2023-02-28,0.0,0.0,0.0,26813.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,62.0,301.744,60.4,0.0,2684.0,22757.9,429000.0,6.544,334664.0,298.8,3.5
2023-03-31,0.0,0.0,0.0,26813.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,63.7,303.032,60.4,0.0,2736.0,22806.1,418500.0,6.3425,334792.0,300.297,3.4
2023-04-30,0.0,0.0,0.0,27063.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,59.0,303.365,60.3,0.0,3166.0,22876.6,418500.0,6.425,334929.0,302.476,3.7
2023-05-31,0.0,0.0,0.0,27063.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,64.2,304.003,60.3,0.0,2830.0,22921.4,418500.0,6.714,335080.0,304.323,3.6
2023-06-30,0.0,0.0,0.0,27063.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,71.5,304.628,60.4,0.0,2946.0,22986.4,435400.0,6.84,335248.0,306.44,3.5
2023-07-31,0.0,0.0,0.0,27610.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,69.4,306.187,0.0,0.0,2610.0,23094.5,435400.0,7.072,335431.0,308.858,3.8
2023-08-31,0.0,0.0,0.0,27610.128,0.0,0.0,0.0,7.18,0.0,0.0,0.0
2023-09-01,67.8,307.288,0.0,0.0,2726.0,23176.2,435400.0,0.0,335612.0,310.968,3.8
2023-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.12,0.0,0.0,0.0
2023-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18,0.0,0.0,0.0
2023-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,0.0,0.0,0.0
2023-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.31,0.0,0.0,0.0
2023-09-30,0.0,0.0,0.0,27610.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,63.8,307.531,0.0,0.0,2730.0,23189.4,423200.0,0.0,335773.0,312.866,3.8
2023-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.49,0.0,0.0,0.0
2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.57,0.0,0.0,0.0
2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.63,0.0,0.0,0.0
2023-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.79,0.0,0.0,0.0
2023-10-31,0.0,0.0,0.0,27956.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,61.3,308.024,0.0,0.0,3020.0,23241.5,423200.0,0.0,335925.0,313.661,3.7
2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76,0.0,0.0,0.0
2023-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0
2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.44,0.0,0.0,0.0
2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.29,0.0,0.0,0.0
2023-11-30,0.0,0.0,0.0,27956.998,0.0,0.0,0.0,7.22,0.0,0.0,0.0
2023-12-01,69.7,308.742,0.0,0.0,3136.0,23311.6,423200.0,0.0,336070.0,314.381,3.7
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.03,0.0,0.0,0.0
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.95,0.0,0.0,0.0
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.61,0.0,0.0,0.0
2023-12-31,0.0,0.0,0.0,27956.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,79.0,309.685,0.0,0.0,2752.0,23565.1,420800.0,0.0,336194.0,315.548,3.7
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62,0.0,0.0,0.0
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66,0.0,0.0,0.0
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69,0.0,0.0,0.0
2024-01-31,0.0,0.0,0.0,28255.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,76.9,0.0,0.0,0.0,3092.0,23632.3,0.0,6.63,336306.0,317.194,3.9
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.64,0.0,0.0,0.0
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77,0.0,0.0,0.0
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.94,0.0,0.0,0.0
2024-03-01,79.4,0.0,0.0,0.0,2574.0,23758.5,0.0,0.0,336423.0,318.144,3.8
